fltno,dest,source,freq,route
6E  5042,UDR,DEL,7,UDR-DEL
6E  5043,DEL,LKO,7,DEL-LKO
6E  5044,LKO,DEL,7,LKO-DEL
6E  5045,HYD,DEL,7,HYD-DEL
6E  5047,BOM,DEL,7,BOM-DEL
6E  505,DEL,GOI,7,DEL-GOI
6E  5055,DEL,HYD,7,DEL-HYD
6E  506,HYD,CJB,7,HYD-CJB
6E  5061,IXB,DEL,7,IXB-DEL
6E  507,BLR,VGA,6,BLR-VGA
6E  508,PAT,DEL,7,PAT-DEL
6E  509,BLR,NAG,7,BLR-NAG
6E  511,RPR,DEL,7,RPR-DEL
6E  512,BLR,VTZ,2,BLR-VTZ
6E  513,MAA,VNS,4,MAA-VNS
6E  514,VNS,MAA,4,VNS-MAA
6E  515,MAA,LKO,7,MAA-LKO
6E  5153,BOM,CCU,7,BOM-CCU
6E  516,MAA,BLR,7,MAA-BLR
6E  517,BLR,MAA,7,BLR-MAA
6E  518,LKO,MAA,7,LKO-MAA
6E  519,DEL,VNS,7,DEL-VNS
6E  521,VNS,DEL,7,VNS-DEL
6E  522,BLR,PNQ,5,BLR-PNQ
6E  523,BLR,MAA,6,BLR-MAA
6E  524,IXA,GAU,7,IXA-GAU
6E  525,IXA,BLR,7,IXA-BLR
6E  526,CJB,BLR,6,CJB-BLR
6E  527,HYD,BLR,6,HYD-BLR
6E  528,BLR,PNQ,6,BLR-PNQ
6E  53,MAA,SIN,7,MAA-SIN
6E  5301,BOM,BHO,7,BOM-BHO
6E  5302,BHO,BOM,7,BHO-BOM
6E  5303,BOM,JDH,7,BOM-JDH
6E  5304,JDH,BOM,7,JDH-BOM
6E  5305,BOM,IDR,7,BOM-IDR
6E  5306,IDR,BOM,7,IDR-BOM
6E  5307,BOM,MAA,7,BOM-MAA
6E  5309,MAA,BOM,7,MAA-BOM
6E  531,BLR,CJB,6,BLR-CJB
6E  5313,BOM,CCU,7,BOM-CCU
6E  5316,IXR,BOM,7,IXR-BOM
6E  5317,BOM,LKO,7,BOM-LKO
6E  5318,LKO,BOM,7,LKO-BOM
6E  5319,BOM,CJB,7,BOM-CJB
6E  532,CJB,BLR,6,CJB-BLR
6E  5321,BOM,BLR,7,BOM-BLR
6E  5322,BLR,BOM,7,BLR-BOM
6E  5323,BOM,BLR,7,BOM-BLR
6E  5324,BLR,BOM,7,BLR-BOM
6E  5325,BOM,NAG,7,BOM-NAG
6E  5326,BOM,CCU,1,BOM-CCU
6E  5327,CCU,BOM,1,CCU-BOM
6E  5329,BOM,BLR,1,BOM-BLR
6E  533,BOM,BBI,7,BOM-BBI
6E  5331,BLR,BOM,7,BLR-BOM
6E  5332,BOM,BLR,7,BOM-BLR
6E  5334,BLR,BOM,7,BLR-BOM
6E  5335,DEL,BOM,7,DEL-BOM
6E  5336,DEL,DIB,7,DEL-DIB
6E  5337,DIB,DEL,7,DIB-DEL
6E  5339,DEL,BOM,7,DEL-BOM
6E  534,AMD,MAA,7,AMD-MAA
6E  5341,MAA,BOM,7,MAA-BOM
6E  5342,LKO,BOM,7,LKO-BOM
6E  5343,JAI,BOM,7,JAI-BOM
6E  5344,BOM,MAA,7,BOM-MAA
6E  5345,BOM,GOI,1,BOM-GOI
6E  5346,GOI,BOM,1,GOI-BOM
6E  5347,IXU,BOM,7,IXU-BOM
6E  5348,BLR,BOM,7,BLR-BOM
6E  5349,BOM,BLR,7,BOM-BLR
6E  535,MAA,COK,7,MAA-COK
6E  5351,BOM,GOI,7,BOM-GOI
6E  5352,GOI,BOM,7,GOI-BOM
6E  5353,CCU,BOM,7,CCU-BOM
6E  5354,BOM,BLR,7,BOM-BLR
6E  5356,DEL,BHO,7,DEL-BHO
6E  5357,BHO,DEL,7,BHO-DEL
6E  5358,BOM,MAA,7,BOM-MAA
6E  5359,HYD,BOM,7,HYD-BOM
6E  536,COK,MAA,2,COK-MAA
6E  5361,BOM,HYD,7,BOM-HYD
6E  5362,BOM,AMD,7,BOM-AMD
6E  5363,AMD,BOM,7,AMD-BOM
6E  5367,BOM,HYD,1,BOM-HYD
6E  537,BLR,HYD,7,BLR-HYD
6E  5372,BDQ,BOM,7,BDQ-BOM
6E  5373,BOM,PAT,7,BOM-PAT
6E  5374,PAT,BOM,7,PAT-BOM
6E  5375,BOM,HYD,7,BOM-HYD
6E  5376,HYD,BOM,7,HYD-BOM
6E  5377,BOM,NAG,7,BOM-NAG
6E  5378,IXC,BOM,7,IXC-BOM
6E  5379,CCU,BOM,7,CCU-BOM
6E  538,BHO,BLR,6,BHO-BLR
6E  5381,IDR,BOM,7,IDR-BOM
6E  5382,BOM,IDR,7,BOM-IDR
6E  5383,HYD,BOM,6,HYD-BOM
6E  5384,BOM,HYD,6,BOM-HYD
6E  5385,NAG,BOM,7,NAG-BOM
6E  5387,IDR,BOM,7,IDR-BOM
6E  5388,BOM,NAG,7,BOM-NAG
6E  5389,NAG,BOM,7,NAG-BOM
6E  5391,BOM,MAA,7,BOM-MAA
6E  5393,BOM,NAG,1,BOM-NAG
6E  5394,NAG,BOM,1,NAG-BOM
6E  5395,COK,BOM,7,COK-BOM
6E  5396,BOM,COK,7,BOM-COK
6E  541,BLR,MAA,7,BLR-MAA
6E  542,COK,MAA,7,COK-MAA
6E  5424,DEL,LKO,7,DEL-LKO
6E  543,COK,AMD,7,COK-AMD
6E  544,AMD,COK,7,AMD-COK
6E  545,MAA,HYD,7,MAA-HYD
6E  546,HYD,MAA,7,HYD-MAA
6E  547,PNQ,MAA,6,PNQ-MAA
6E  548,MAA,IXC,4,MAA-IXC
6E  549,IXC,MAA,4,IXC-MAA
6E  551,MAA,VTZ,7,MAA-VTZ
6E  552,DEL,HYD,7,DEL-HYD
6E  553,PNQ,CCU,7,PNQ-CCU
6E  554,AMD,DEL,7,AMD-DEL
6E  556,JAI,BLR,6,JAI-BLR
6E  557,MAA,VTZ,7,MAA-VTZ
6E  558,GAU,DEL,7,GAU-DEL
6E  559,IXJ,SXR,6,IXJ-SXR
6E  561,MAA,PNQ,7,MAA-PNQ
6E  563,CCU,MAA,7,CCU-MAA
6E  564,HYD,DEL,7,HYD-DEL
6E  567,BOM,IXU,7,BOM-IXU
6E  568,IXU,BOM,7,IXU-BOM
6E  569,JAI,MAA,7,JAI-MAA
6E  571,BOM,HYD,7,BOM-HYD
6E  572,AMD,LKO,2,AMD-LKO
6E  573,CCU,GAU,7,CCU-GAU
6E  576,IXJ,SXR,7,IXJ-SXR
6E  578,BOM,VNS,7,BOM-VNS
6E  579,VNS,BOM,7,VNS-BOM
6E  581,DEL,PAT,7,DEL-PAT
6E  586,BLR,AMD,7,BLR-AMD
6E  587,BLR,IXC,7,BLR-IXC
6E  588,LKO,GOI,7,LKO-GOI
6E  589,GOI,LKO,7,GOI-LKO
6E  591,IXC,BLR,7,IXC-BLR
6E  5912,CCJ,DEL,7,CCJ-DEL
6E  5913,DEL,CCJ,7,DEL-CCJ
6E  5914,BOM,IXD,7,BOM-IXD
6E  5915,IXD,BOM,7,IXD-BOM
6E  592,BLR,IXC,7,BLR-IXC
6E  5925,CCU,ATQ,7,CCU-ATQ
6E  5926,ATQ,CCU,7,ATQ-CCU
6E  593,IXC,BLR,7,IXC-BLR
6E  594,BLR,BOM,7,BLR-BOM
6E  595,HYD,DEL,7,HYD-DEL
6E  596,GAU,CCU,7,GAU-CCU
6E  597,MAA,COK,7,MAA-COK
6E  598,BBI,CCU,7,BBI-CCU
6E  5983,IXD,PNQ,6,IXD-PNQ
6E  5984,PNQ,IXD,6,PNQ-IXD
6E  5988,JRH,CCU,7,JRH-CCU
6E  5989,CCU,JRH,7,CCU-JRH
6E  599,IXA,IMF,3,IXA-IMF
6E  5997,IXD,BLR,6,IXD-BLR
6E  5998,BLR,IXD,6,BLR-IXD
6E  6001,VTZ,MAA,7,VTZ-MAA
6E  6002,MAA,CJB,7,MAA-CJB
6E  6004,BLR,MAA,7,BLR-MAA
6E  6005,MAA,BLR,7,MAA-BLR
6E  6006,MAA,HYD,7,MAA-HYD
6E  6007,HYD,MAA,7,HYD-MAA
6E  6008,HYD,CJB,7,HYD-CJB
6E  6009,CJB,HYD,7,CJB-HYD
6E  601,DEL,HYD,7,DEL-HYD
6E  6011,MAA,BLR,7,MAA-BLR
6E  6012,BLR,MAA,7,BLR-MAA
6E  6013,MAA,JDH,7,MAA-JDH
6E  6014,JDH,MAA,7,JDH-MAA
6E  6016,MAA,CCU,7,MAA-CCU
6E  6017,BDQ,BOM,7,BDQ-BOM
6E  603,MAA,CJB,7,MAA-CJB
6E  605,CJB,MAA,7,CJB-MAA
6E  6052,TRV,DEL,7,TRV-DEL
6E  6053,AMD,IXB,7,AMD-IXB
6E  6054,IXB,AMD,7,IXB-AMD
6E  6055,AMD,IXC,7,AMD-IXC
6E  6056,IXC,AMD,7,IXC-AMD
6E  606,HYD,CJB,7,HYD-CJB
6E  607,DEL,AMD,7,DEL-AMD
6E  608,HYD,BOM,7,HYD-BOM
6E  6097,DEL,DED,7,DEL-DED
6E  6098,DEL,JAI,7,DEL-JAI
6E  6104,BLR,PNQ,1,BLR-PNQ
6E  6105,CCU,PAT,7,CCU-PAT
6E  6107,PAT,CCU,7,PAT-CCU
6E  6108,MAA,HYD,7,MAA-HYD
6E  6109,HYD,MAA,7,HYD-MAA
6E  611,HYD,VTZ,7,HYD-VTZ
6E  6112,BDQ,BOM,7,BDQ-BOM
6E  6113,MAA,IXB,7,MAA-IXB
6E  6114,IXB,MAA,7,IXB-MAA
6E  6115,AMD,DED,6,AMD-DED
6E  6116,HYD,BBI,3,HYD-BBI
6E  6117,HYD,MAA,7,HYD-MAA
6E  612,COK,MAA,7,COK-MAA
6E  6123,CCU,DED,4,CCU-DED
6E  6124,DED,CCU,4,DED-CCU
6E  6126,DEL,PAT,7,DEL-PAT
6E  6128,BLR,BOM,6,BLR-BOM
6E  6129,GOI,PNQ,7,GOI-PNQ
6E  613,MAA,COK,7,MAA-COK
6E  6131,HYD,AMD,7,HYD-AMD
6E  6132,AMD,HYD,7,AMD-HYD
6E  6133,IXC,LKO,7,IXC-LKO
6E  6134,CCU,HYD,7,CCU-HYD
6E  6135,AMD,CCU,4,AMD-CCU
6E  6136,DED,BLR,6,DED-BLR
6E  6137,MAA,TRV,7,MAA-TRV
6E  6139,BLR,HYD,6,BLR-HYD
6E  614,DEL,GOI,7,DEL-GOI
6E  6147,TRV,BLR,7,TRV-BLR
6E  615,IXC,HYD,6,IXC-HYD
6E  6151,HYD,MAA,7,HYD-MAA
6E  6152,CJB,BOM,7,CJB-BOM
6E  6154,CCU,JAI,7,CCU-JAI
6E  6155,JAI,CCU,7,JAI-CCU
6E  6156,CCU,LKO,7,CCU-LKO
6E  6157,LKO,CCU,7,LKO-CCU
6E  6158,HYD,BLR,7,HYD-BLR
6E  6159,BLR,HYD,7,BLR-HYD
6E  617,GOI,BLR,7,GOI-BLR
6E  6173,MAA,HYD,7,MAA-HYD
6E  6174,AMD,VNS,6,AMD-VNS
6E  6175,IXB,BOM,7,IXB-BOM
6E  6176,CCU,BOM,7,CCU-BOM
6E  6177,AMD,IXC,3,AMD-IXC
6E  6178,IXC,AMD,7,IXC-AMD
6E  6179,BOM,IXR,7,BOM-IXR
6E  618,HYD,IXB,7,HYD-IXB
6E  6181,BOM,CCU,7,BOM-CCU
6E  6182,BOM,IDR,7,BOM-IDR
6E  6183,MAA,BOM,7,MAA-BOM
6E  6184,IXR,DEL,7,IXR-DEL
6E  6185,BOM,COK,7,BOM-COK
6E  6186,BLR,HYD,7,BLR-HYD
6E  6187,HYD,COK,7,HYD-COK
6E  6188,MAA,BLR,7,MAA-BLR
6E  6189,BLR,MAA,7,BLR-MAA
6E  619,IXB,HYD,7,IXB-HYD
6E  6193,DEL,COK,7,DEL-COK
6E  6209,CJB,BLR,7,CJB-BLR
6E  6211,HYD,VTZ,7,HYD-VTZ
6E  6212,BLR,MAA,7,BLR-MAA
6E  6213,MAA,IXZ,7,MAA-IXZ
6E  6215,MAA,HYD,7,MAA-HYD
6E  6216,MAA,BLR,7,MAA-BLR
6E  6217,BLR,MAA,7,BLR-MAA
6E  6219,GAU,BOM,7,GAU-BOM
6E  6223,BOM,DED,7,BOM-DED
6E  623,CCU,GAU,7,CCU-GAU
6E  6232,LKO,IXC,7,LKO-IXC
6E  6235,MAA,DEL,7,MAA-DEL
6E  6236,BLR,GOI,7,BLR-GOI
6E  6237,MAA,HYD,7,MAA-HYD
6E  6238,HYD,MAA,7,HYD-MAA
6E  6239,PAT,MAA,4,PAT-MAA
6E  624,MAA,HYD,7,MAA-HYD
6E  6244,LKO,CCU,7,LKO-CCU
6E  6248,GAU,CCU,7,GAU-CCU
6E  625,DEL,AMD,7,DEL-AMD
6E  6256,CCU,LKO,7,CCU-LKO
6E  626,HYD,VTZ,7,HYD-VTZ
6E  6261,ATQ,BOM,3,ATQ-BOM
6E  6262,ATQ,SXR,3,ATQ-SXR
6E  6264,BDQ,BOM,2,BDQ-BOM
6E  6268,JAI,BLR,7,JAI-BLR
6E  6269,BLR,MAA,6,BLR-MAA
6E  6273,TRV,BLR,7,TRV-BLR
6E  6274,BLR,CCJ,1,BLR-CCJ
6E  6276,HYD,BOM,7,HYD-BOM
6E  6278,CCJ,BLR,1,CCJ-BLR
6E  6279,PNQ,NAG,6,PNQ-NAG
6E  628,BOM,HYD,7,BOM-HYD
6E  6284,IXE,BOM,7,IXE-BOM
6E  6285,MAA,CCU,3,MAA-CCU
6E  629,VNS,DEL,7,VNS-DEL
6E  6291,CCU,MAA,4,CCU-MAA
6E  6292,BLR,PNQ,1,BLR-PNQ
6E  6298,GOI,HYD,7,GOI-HYD
6E  6304,HYD,IDR,7,HYD-IDR
6E  6305,IDR,HYD,7,IDR-HYD
6E  6309,GOI,HYD,7,GOI-HYD
6E  631,BBI,HYD,7,BBI-HYD
6E  6313,CJB,MAA,7,CJB-MAA
6E  6314,CCU,JAI,7,CCU-JAI
6E  6315,MAA,IXB,3,MAA-IXB
6E  6316,HYD,GOP,7,HYD-GOP
6E  6318,GOP,HYD,7,GOP-HYD
6E  6319,GOP,HYD,7,GOP-HYD
6E  6323,HYD,CCU,7,HYD-CCU
6E  6324,CCU,DEL,7,CCU-DEL
6E  6325,IXB,DEL,3,IXB-DEL
6E  6326,CCU,MAA,7,CCU-MAA
6E  6327,HYD,COK,7,HYD-COK
6E  6328,BOM,HYD,7,BOM-HYD
6E  6329,HYD,BOM,7,HYD-BOM
6E  633,GOI,CCU,7,GOI-CCU
6E  6331,BOM,AMD,1,BOM-AMD
6E  6332,AMD,BOM,1,AMD-BOM
6E  6334,HYD,COK,7,HYD-COK
6E  6339,BLR,CCU,7,BLR-CCU
6E  634,DEL,LKO,7,DEL-LKO
6E  6342,COK,BOM,1,COK-BOM
6E  6343,AMD,BOM,6,AMD-BOM
6E  6344,CCU,GAU,7,CCU-GAU
6E  6345,HYD,TRV,7,HYD-TRV
6E  6346,IXB,MAA,3,IXB-MAA
6E  6347,JAI,BOM,7,JAI-BOM
6E  6348,BOM,JAI,7,BOM-JAI
6E  635,BLR,HYD,7,BLR-HYD
6E  6353,IMF,CCU,7,IMF-CCU
6E  6359,CCU,PAT,7,CCU-PAT
6E  636,BLR,GOI,7,BLR-GOI
6E  6361,HYD,AMD,6,HYD-AMD
6E  6362,HYD,DEL,1,HYD-DEL
6E  6366,HYD,VTZ,7,HYD-VTZ
6E  6367,PAT,DEL,7,PAT-DEL
6E  6369,HYD,BLR,6,HYD-BLR
6E  637,GOI,DEL,7,GOI-DEL
6E  6372,CCU,AMD,3,CCU-AMD
6E  6373,DEL,AMD,6,DEL-AMD
6E  6374,BOM,DEL,7,BOM-DEL
6E  6375,BBI,BOM,7,BBI-BOM
6E  6376,AMD,CCU,4,AMD-CCU
6E  6379,CCU,BLR,7,CCU-BLR
6E  638,BLR,HYD,7,BLR-HYD
6E  6385,MAA,CCU,7,MAA-CCU
6E  6386,GOI,DEL,7,GOI-DEL
6E  6388,BLR,LKO,7,BLR-LKO
6E  6389,LKO,BLR,7,LKO-BLR
6E  639,AMD,DEL,7,AMD-DEL
6E  6401,CCU,IXB,7,CCU-IXB
6E  6404,NAG,BOM,7,NAG-BOM
6E  6405,BLR,RPR,1,BLR-RPR
6E  6406,PNQ,MAA,7,PNQ-MAA
6E  6409,IDR,DEL,7,IDR-DEL
6E  641,BLR,JAI,7,BLR-JAI
6E  6412,BLR,JDH,6,BLR-JDH
6E  6413,MAA,AMD,7,MAA-AMD
6E  6414,AMD,MAA,7,AMD-MAA
6E  6417,HYD,BLR,7,HYD-BLR
6E  642,JAI,BLR,7,JAI-BLR
6E  6423,LKO,DEL,7,LKO-DEL
6E  643,DEL,PNQ,7,DEL-PNQ
6E  6433,BOM,AMD,7,BOM-AMD
6E  644,AMD,VNS,6,AMD-VNS
6E  6443,BLR,IXB,1,BLR-IXB
6E  6444,IXB,CCU,7,IXB-CCU
6E  6445,CCU,BLR,6,CCU-BLR
6E  6446,BOM,LKO,7,BOM-LKO
6E  6449,BLR,BOM,7,BLR-BOM
6E  645,AMD,HYD,7,AMD-HYD
6E  6457,DEL,CCU,3,DEL-CCU
6E  6458,BOM,CCU,3,BOM-CCU
6E  6459,CCU,BOM,4,CCU-BOM
6E  6467,HYD,RPR,7,HYD-RPR
6E  6468,MAA,HYD,7,MAA-HYD
6E  6488,IXA,CCU,7,IXA-CCU
6E  6489,BOM,DEL,7,BOM-DEL
6E  6492,AMD,DEL,7,AMD-DEL
6E  6494,DEL,PAT,7,DEL-PAT
6E  6505,HYD,BLR,7,HYD-BLR
6E  6512,DEL,AMD,6,DEL-AMD
6E  6513,CCU,HYD,7,CCU-HYD
6E  6514,DEL,IXR,1,DEL-IXR
6E  6515,AMD,DEL,6,AMD-DEL
6E  6516,JAI,DEL,7,JAI-DEL
6E  6517,BLR,IXC,1,BLR-IXC
6E  6527,CCU,PAT,7,CCU-PAT
6E  6528,DEL,LKO,7,DEL-LKO
6E  6529,PAT,HYD,7,PAT-HYD
6E  653,DEL,AMD,7,DEL-AMD
6E  6532,GOI,DEL,7,GOI-DEL
6E  6533,BOM,BLR,6,BOM-BLR
6E  6535,DEL,IXR,7,DEL-IXR
6E  6536,VNS,AMD,6,VNS-AMD
6E  6537,DED,BLR,1,DED-BLR
6E  6538,HYD,GAU,7,HYD-GAU
6E  6539,GAU,HYD,7,GAU-HYD
6E  654,MAA,BOM,7,MAA-BOM
6E  655,IDR,BOM,7,IDR-BOM
6E  6557,HYD,CCU,6,HYD-CCU
6E  6558,MAA,TRV,4,MAA-TRV
6E  656,DEL,IDR,7,DEL-IDR
6E  657,DEL,DED,7,DEL-DED
6E  6571,PNQ,DEL,7,PNQ-DEL
6E  6572,BBI,CCU,7,BBI-CCU
6E  6573,DIB,GAU,7,DIB-GAU
6E  658,DEL,AMD,7,DEL-AMD
6E  6597,BOM,BBI,7,BOM-BBI
6E  6606,JAI,DEL,7,JAI-DEL
6E  6612,DEL,LKO,7,DEL-LKO
6E  6613,DEL,LKO,7,DEL-LKO
6E  6614,DEL,IXB,3,DEL-IXB
6E  6616,CCU,DEL,7,CCU-DEL
6E  6623,CCU,GAU,7,CCU-GAU
6E  6624,HYD,VNS,7,HYD-VNS
6E  663,CCU,NAG,7,CCU-NAG
6E  6635,VNS,DEL,7,VNS-DEL
6E  6638,HYD,JAI,7,HYD-JAI
6E  664,NAG,CCU,7,NAG-CCU
6E  6644,HYD,VNS,1,HYD-VNS
6E  665,DEL,BOM,7,DEL-BOM
6E  6671,HYD,BOM,7,HYD-BOM
6E  6672,IXA,DEL,7,IXA-DEL
6E  6673,PNQ,BLR,7,PNQ-BLR
6E  6674,CCU,AMD,3,CCU-AMD
6E  6682,BLR,PNQ,7,BLR-PNQ
6E  6683,AMD,DEL,7,AMD-DEL
6E  6684,HYD,DEL,6,HYD-DEL
6E  6685,AMD,JDH,7,AMD-JDH
6E  6698,PNQ,DEL,7,PNQ-DEL
6E  671,DEL,PNQ,7,DEL-PNQ
6E  6714,BLR,CCU,7,BLR-CCU
6E  6719,HYD,AMD,7,HYD-AMD
6E  672,PNQ,DEL,7,PNQ-DEL
6E  673,PNQ,AMD,7,PNQ-AMD
6E  674,AMD,PNQ,7,AMD-PNQ
6E  6749,BOM,CCU,7,BOM-CCU
6E  675,BOM,MAA,7,BOM-MAA
6E  6752,CJB,MAA,7,CJB-MAA
6E  6758,MAA,PAT,4,MAA-PAT
6E  676,BLR,CCU,7,BLR-CCU
6E  6769,DEL,PNQ,6,DEL-PNQ
6E  677,GOI,BLR,7,GOI-BLR
6E  6772,DIB,DEL,7,DIB-DEL
6E  6776,HYD,CJB,7,HYD-CJB
6E  6779,BLR,AMD,7,BLR-AMD
6E  678,LKO,BOM,7,LKO-BOM
6E  6789,AMD,BOM,7,AMD-BOM
6E  679,DED,DEL,6,DED-DEL
6E  6794,BLR,BOM,6,BLR-BOM
6E  6797,GAU,HYD,1,GAU-HYD
6E  6798,HYD,AMD,1,HYD-AMD
6E  6799,AMD,BBI,6,AMD-BBI
6E  6801,BBI,AMD,6,BBI-AMD
6E  6806,BLR,TRV,7,BLR-TRV
6E  6807,TRV,BLR,7,TRV-BLR
6E  6809,HYD,GOI,7,HYD-GOI
6E  681,PNQ,BLR,7,PNQ-BLR
6E  6815,MAA,HYD,7,MAA-HYD
6E  6816,HYD,MAA,7,HYD-MAA
6E  6817,BLR,BOM,1,BLR-BOM
6E  682,COK,BLR,7,COK-BLR
6E  6826,IXZ,CCU,1,IXZ-CCU
6E  6827,CCU,MAA,1,CCU-MAA
6E  683,DEL,HYD,7,DEL-HYD
6E  6834,AMD,BOM,7,AMD-BOM
6E  6835,MAA,VTZ,7,MAA-VTZ
6E  6838,BLR,PAT,7,BLR-PAT
6E  6839,PAT,BLR,7,PAT-BLR
6E  684,BLR,HYD,6,BLR-HYD
6E  6844,BLR,ATQ,4,BLR-ATQ
6E  6845,ATQ,BLR,4,ATQ-BLR
6E  6846,BLR,STV,6,BLR-STV
6E  6847,MAA,BLR,7,MAA-BLR
6E  6848,BOM,BBI,7,BOM-BBI
6E  6849,BBI,BOM,7,BBI-BOM
6E  685,LKO,BOM,7,LKO-BOM
6E  6851,AMD,PAT,7,AMD-PAT
6E  6852,PAT,AMD,7,PAT-AMD
6E  686,HYD,IXU,7,HYD-IXU
6E  6869,BBI,BLR,7,BBI-BLR
6E  687,PAT,DEL,7,PAT-DEL
6E  6876,CJB,PNQ,7,CJB-PNQ
6E  6877,PNQ,CJB,7,PNQ-CJB
6E  6889,DEL,DIB,7,DEL-DIB
6E  6891,BLR,BBI,6,BLR-BBI
6E  6892,BBI,BLR,6,BBI-BLR
6E  6893,COK,BLR,7,COK-BLR
6E  6897,BLR,NAG,6,BLR-NAG
6E  6904,DEL,IDR,7,DEL-IDR
6E  6906,GAU,DEL,7,GAU-DEL
6E  6908,DEL,CJB,7,DEL-CJB
6E  691,BLR,IDR,7,BLR-IDR
6E  6913,HYD,GOI,7,HYD-GOI
6E  6915,BLR,HYD,7,BLR-HYD
6E  6916,HYD,BLR,7,HYD-BLR
6E  6926,CCU,VNS,7,CCU-VNS
6E  6927,VNS,CCU,7,VNS-CCU
6E  694,DEL,GAU,7,DEL-GAU
6E  695,HYD,TRV,7,HYD-TRV
6E  6955,VTZ,CCU,7,VTZ-CCU
6E  6956,CCU,VTZ,7,CCU-VTZ
6E  6957,DEL,BOM,7,DEL-BOM
6E  6965,BLR,COK,7,BLR-COK
6E  6966,HYD,DEL,7,HYD-DEL
6E  6985,CJB,DEL,7,CJB-DEL
6E  699,BLR,PNQ,7,BLR-PNQ
6E  6992,AMD,BLR,2,AMD-BLR
6E  6998,BOM,JAI,5,BOM-JAI
6E  701,BDQ,BLR,7,BDQ-BLR
6E  702,BLR,IDR,6,BLR-IDR
6E  703,IDR,BLR,6,IDR-BLR
6E  706,COK,DEL,7,COK-DEL
6E  707,CCU,IMF,7,CCU-IMF
6E  708,IDR,BLR,7,IDR-BLR
6E  7101,HYD,IXE,7,HYD-IXE
6E  7102,MAA,IXE,7,MAA-IXE
6E  7103,HYD,IXE,7,HYD-IXE
6E  7105,HYD,TIR,7,HYD-TIR
6E  7106,TIR,BLR,7,TIR-BLR
6E  7107,BLR,RJA,7,BLR-RJA
6E  7108,RJA,HYD,7,RJA-HYD
6E  7109,CNN,BLR,7,CNN-BLR
6E  711,BOM,GOI,6,BOM-GOI
6E  7112,HYD,CCJ,6,HYD-CCJ
6E  7113,RJA,BLR,7,RJA-BLR
6E  7114,BLR,HBX,7,BLR-HBX
6E  7115,HBX,BLR,7,HBX-BLR
6E  7116,HYD,TRZ,6,HYD-TRZ
6E  7117,TRZ,HYD,6,TRZ-HYD
6E  7118,HYD,RJA,7,HYD-RJA
6E  7119,RJA,HYD,7,RJA-HYD
6E  712,GOI,BOM,6,GOI-BOM
6E  7121,HYD,BHO,7,HYD-BHO
6E  7122,BHO,HYD,7,BHO-HYD
6E  7123,HYD,RJA,7,HYD-RJA
6E  7124,HYD,RJA,7,HYD-RJA
6E  7125,RJA,HYD,7,RJA-HYD
6E  7126,RJA,HYD,7,RJA-HYD
6E  7127,MAA,CCJ,7,MAA-CCJ
6E  7128,CCJ,BLR,7,CCJ-BLR
6E  7129,BLR,CCJ,7,BLR-CCJ
6E  713,BLR,CCU,7,BLR-CCU
6E  7131,CCJ,MAA,7,CCJ-MAA
6E  7132,MAA,VGA,7,MAA-VGA
6E  7133,VGA,BLR,7,VGA-BLR
6E  7134,BLR,VGA,7,BLR-VGA
6E  7135,VGA,MAA,7,VGA-MAA
6E  7138,BLR,CNN,7,BLR-CNN
6E  7139,IXE,MAA,7,IXE-MAA
6E  714,BLR,CCU,6,BLR-CCU
6E  7141,MAA,IXE,7,MAA-IXE
6E  7142,HYD,BLR,5,HYD-BLR
6E  7143,MAA,TRZ,7,MAA-TRZ
6E  7144,TRZ,MAA,7,TRZ-MAA
6E  7145,MAA,TRZ,7,MAA-TRZ
6E  7146,HYD,IXE,7,HYD-IXE
6E  7147,MAA,TRZ,7,MAA-TRZ
6E  7148,TRZ,MAA,7,TRZ-MAA
6E  7149,MAA,TRZ,7,MAA-TRZ
6E  715,BOM,BLR,7,BOM-BLR
6E  7151,TRZ,MAA,7,TRZ-MAA
6E  7152,HYD,IXM,7,HYD-IXM
6E  7153,HYD,RJA,7,HYD-RJA
6E  7154,RJA,HYD,7,RJA-HYD
6E  7156,HYD,IXM,7,HYD-IXM
6E  7157,IXM,HYD,7,IXM-HYD
6E  7158,VGA,HYD,7,VGA-HYD
6E  7159,CCJ,BLR,7,CCJ-BLR
6E  716,CCU,BLR,1,CCU-BLR
6E  7161,HBX,BLR,7,HBX-BLR
6E  7162,BLR,HBX,7,BLR-HBX
6E  7163,HYD,IXE,7,HYD-IXE
6E  7164,IXE,HYD,7,IXE-HYD
6E  7165,CCJ,MAA,7,CCJ-MAA
6E  7167,HYD,VGA,7,HYD-VGA
6E  7168,CNN,HYD,7,CNN-HYD
6E  7169,HYD,CNN,7,HYD-CNN
6E  7171,BLR,IXM,1,BLR-IXM
6E  7172,BLR,IXG,1,BLR-IXG
6E  7173,BLR,HYD,1,BLR-HYD
6E  7174,HYD,BLR,1,HYD-BLR
6E  7176,HYD,BLR,6,HYD-BLR
6E  7178,CNN,HYD,7,CNN-HYD
6E  718,IXR,HYD,7,IXR-HYD
6E  7182,IXG,BLR,6,IXG-BLR
6E  7183,MAA,TCR,7,MAA-TCR
6E  7184,TCR,MAA,7,TCR-MAA
6E  7185,MAA,TCR,7,MAA-TCR
6E  7186,TCR,MAA,1,TCR-MAA
6E  7187,MAA,TCR,7,MAA-TCR
6E  7188,TCR,MAA,7,TCR-MAA
6E  7189,MAA,CCJ,7,MAA-CCJ
